	Batf3	Bcl6	Bhlhe40	Creb3l1	Crem	Dot1l	Epas1	Fiz1	Fos	Fosb	Fosl2	Foxa1	Foxo1	Hey1	Hivep1	Ikzf3	Irf1	Jun	Junb	Jund	Kdm2b	Klf13	Klf2	Klf6	Lin54	Mafk	Mlxip	Nfat5	Nfkb1	Nfkb2	Nr1d1	Nr3c1	Nr4a2	Purb	Rora	Scrt1	Skil	Stat3	Stat5a	Thap3	Trafd1	Zbtb21	Zeb1	Zfp131	Zfp768	Zhx1
Sytl3	0	0	0	0.83599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39283	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf4b	0	0	0	0	0.91342	0	0	0	0	0	0	0	0	0	0	0	0	0.77504	0	0	0.5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tagap	0	0.75224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn2	0	0.62102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26854	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49302	0.64462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89302	0	0	0	0	0	0	0	0	0	0	0
Tex2	0	-0.30271	0	0	0	0	0.80232	0	0	0	0	0.49813	0	0	0	0	0	-0.27953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75883	0	0	0	0	0	0	0	0	0	0	0
Tfip11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tg	0.085416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087208	0	0	0	0	0	0	0	0	0	0	0
Tgm2	0	0	0	0	0	0	0	0	0	0.046323	0	0.85206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98665	0.7862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tifa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tle3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1541	0	0	0	0	0	0	0	0	0	0	0
Tmem39a	0	0	0	0	0	0	0	0	0	0	0	0	0.39849	0	0	0	0	0.89399	-0.78743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmppe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87588	0	0	0	0	0.37655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf1b	0	0	0.86719	0	0.73978	0	0	0	0	0	0.88261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf9	0	0	0	0	0	0	0	0	0	0	0.077314	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnip1	0	0	0	0	0	0	0	0	0	0.58506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98788	0	0	0	0	0	0	0	0	0	0	0
Tpm4	0	0	0	0	0	0	0	0	0	0	0	0	0.94522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46645	0	0
Traf4	0	0	0	0	0.9634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81828	0	0	0	0	0	0	0	0	0	0	0	0.29749	0	0	0	0	0	0	0	0	0	0	0	0	0
Trf	0	0	0	0	0	0	0	0	0	-0.21645	0	0	0	0	0	0	0	0	0	0	0.80189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4749	0	0	0	0	0	0	0	0
Ttn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68462	0	0	0	0	0	0	0	0	0	0	0
Tuba4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txnrd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89854	0	0	0	0	0	0	-0.84579	0.89618	0	0	0	0	0	0	0	0.96619	0	0	0	0	0	0	0	0
Tyms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubl3	0	0	0.083219	0	0	0	0.6406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87273	0	0	0	0	0	0	0	0	0
Ugcg	0	0	0	0	0	0	0.78135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89433	0	0	0	0	0	0	0	0	0	0	0	0	0
Ulk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc45a	0	0	0	0	0	0.71324	0.76211	0	0	0	0.8337	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Use1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52266	0	0	0	0	0	0	0	0	0	0	0	0
Usp12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97217	0	-0.41061	0	0	0	0	0	0	0	0	0	0	0
Usp34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89854	0	0	0	0	0	0	0	0	0	0	0.80686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp36	0	0	0	0	0	0.99677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73892	0	0.26592	0	0	0	0	0	0	0	0	0	0	0
Usp9x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72585	0	0	0.82396	0	0	0	0	0	0	0	0	0.79466	0	0	0	0	0	0.47967	0	0	0
Vamp2	0	0	0.68969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77195	0	0	0	0	0	0	0	0	0	0	0
Wipi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wipi2	0	0	0	0	0	0	0	0.82716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wwtr1	0	0.96856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95041	0	0	0	0.46602	0	0	0	0	0	0	0	0	0	0	0
Xkrx	0	-0.70204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85594	0	0	0	0.34935	0	0	0	0	0	0	0	0	0	0	0
Xlr4a	0	0.93565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xpo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65472	0	0	0	0	0	0	0	-0.10117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9522	0	0	0	0	0	0	0	0	0	0.95347	0	0	0	0	0	0.7701	0	0	0	0	0	0	0	0	0	0	0
Zcchc11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zeb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48945	-0.39663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45793	-0.45034	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36549	0	0	0	0
Zfp768	0	0	0	0	0	0	0	0.42121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhx1	0	0	0	0	0	0	0	0	0	0	0	0.89022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znrf2	0	0	0	0	0	0	0	0	0	0	0	-0.32259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim4	0	0.10435	0	0	0	0.1304	0	0	0	0	0	0	0	0	0.84434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
